Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending
1949,Master,Divorced,35416.0,0,0,62,3,7,1,5,8,0,0,0,0,0,0,0,65,390
1984,Graduation,Married,32414.0,0,0,11,1,1,0,3,7,1,0,0,0,0,0,0,30,52
1969,Graduation,Married,38361.0,1,0,74,3,3,1,3,7,0,0,0,0,0,0,0,45,137
1980,Graduation,Married,82497.0,0,0,32,1,2,7,9,4,0,0,1,0,0,0,0,34,1919
1971,Graduation,Married,16626.0,2,0,76,3,3,0,3,9,0,0,0,0,0,0,0,43,68
1965,Graduation,Married,29672.0,1,1,6,1,0,0,3,6,0,0,0,0,0,0,0,49,25
1952,Master,Married,55951.0,0,1,62,3,3,6,11,8,0,1,0,0,1,0,0,62,1374
1988,Graduation,Divorced,35388.0,1,0,20,1,1,0,3,7,0,0,0,0,0,0,0,26,32
1986,Master,Married,42386.0,1,0,43,1,3,0,3,8,0,0,0,0,0,0,0,28,100
1982,Graduation,Single,68627.0,0,0,45,1,2,3,6,1,0,0,0,0,0,0,0,32,825
1965,PhD,Divorced,57912.0,0,1,34,5,8,3,12,5,0,1,0,0,0,0,0,49,916
1958,Graduation,Divorced,35246.0,1,1,53,4,3,1,3,5,0,0,0,0,0,0,0,56,62
1956,Graduation,Married,58821.0,0,1,44,1,9,2,9,6,0,0,0,0,0,0,0,58,728
1978,PhD,Married,46377.0,1,0,89,1,2,1,3,4,0,0,0,0,0,0,0,36,90
1988,Graduation,Single,39747.0,1,0,43,3,5,1,4,8,0,0,0,0,0,0,0,26,273
1984,Graduation,Married,23976.0,1,0,68,3,3,1,3,7,0,0,0,0,0,0,0,30,66
1961,Master,Married,80950.0,0,0,44,1,6,7,9,2,0,0,0,1,0,0,0,53,1213
1966,Graduation,Widow,27038.0,0,0,64,1,3,0,3,9,0,0,0,0,0,0,1,48,107
1947,Graduation,Single,77457.0,0,0,85,1,2,5,10,1,0,0,1,0,0,0,0,67,1157
1964,Master,Married,64100.0,0,1,93,1,8,3,6,7,0,1,0,0,0,0,0,50,546
1992,Master,Married,42670.0,0,0,12,1,4,2,4,4,0,0,0,0,0,0,0,22,241
1976,Graduation,Divorced,12571.0,1,0,86,4,3,1,3,6,0,0,0,0,0,0,0,38,53
1967,Graduation,Married,22574.0,2,1,28,2,2,0,3,7,0,0,0,0,0,0,0,47,37
1976,Master,Single,70893.0,0,0,42,1,6,6,10,3,0,0,0,0,0,0,0,38,1508
1966,Graduation,Married,54198.0,1,1,13,6,3,1,6,4,0,0,0,0,0,0,0,48,235
1956,Master,Married,28839.0,1,1,86,2,2,0,3,5,0,0,0,0,0,0,0,58,32
1972,Graduation,Married,40321.0,1,1,59,2,3,0,3,7,0,0,0,0,0,0,0,42,102
1985,Graduation,Single,66503.0,1,0,30,2,4,3,6,3,0,0,0,0,0,0,0,29,401
1951,Graduation,Married,30833.0,1,1,33,2,1,0,3,5,0,0,0,0,0,0,0,63,28
1971,Graduation,Married,64795.0,0,1,23,3,3,3,12,2,0,0,0,0,0,0,0,43,680
1974,Graduation,Married,34421.0,1,0,81,1,1,0,2,7,0,0,0,0,0,0,0,40,30
1965,PhD,Divorced,47025.0,1,1,6,1,1,0,2,7,0,0,0,0,0,0,0,49,20
1961,PhD,Divorced,64325.0,0,1,41,5,10,3,5,7,0,0,0,0,0,0,0,53,1307
1953,Graduation,Single,40464.0,0,1,78,6,8,2,8,8,0,0,0,0,0,0,0,61,630
1957,Graduation,Married,62187.0,0,0,49,1,4,8,5,3,0,0,0,0,0,0,0,57,1283
1976,PhD,Divorced,14849.0,1,0,39,3,2,0,4,8,0,0,0,0,0,0,0,38,65
1984,Graduation,Married,27255.0,1,0,3,1,1,0,3,7,0,0,0,0,0,0,0,30,37
1950,PhD,Married,54432.0,2,1,37,1,1,0,3,4,0,0,0,0,0,0,0,64,38
1986,PhD,Single,29999.0,1,0,22,4,3,1,4,8,0,0,0,0,0,0,0,28,160
1983,Graduation,Single,24072.0,1,0,79,1,1,0,2,8,0,0,0,0,0,0,0,31,23
1989,PhD,Single,33996.0,0,0,46,1,1,1,3,4,0,0,0,0,0,0,0,25,71
1956,PhD,Married,66334.0,0,1,82,2,9,3,5,5,0,0,0,0,0,0,1,58,1161
1971,Master,Married,35178.0,1,0,10,1,1,1,2,7,1,0,0,0,0,0,1,43,59
1983,Graduation,Married,22010.0,1,0,51,2,2,0,3,8,0,0,0,0,0,0,0,31,33
1960,Graduation,Divorced,62204.0,0,2,38,1,4,5,12,3,0,0,0,0,0,0,0,54,946
1968,Graduation,Divorced,75693.0,0,0,10,1,11,4,6,4,0,1,1,1,0,0,1,46,1442
1972,Graduation,Married,30675.0,1,0,14,1,1,0,3,8,0,0,0,0,0,0,0,42,62
1965,Graduation,Married,83003.0,0,0,18,1,7,6,8,3,0,0,1,0,0,0,1,49,1674
1899,PhD,Married,83532.0,0,0,36,1,4,6,4,1,0,0,1,0,0,0,0,115,1853
1988,Graduation,Single,68655.0,0,0,95,1,4,5,11,3,0,0,0,0,0,0,0,26,1538
1986,Graduation,Divorced,41411.0,0,0,11,1,2,1,4,6,0,0,0,0,0,0,0,28,139
1969,PhD,Married,55212.0,0,1,65,3,4,2,11,8,0,1,0,0,1,0,0,45,1182
1950,PhD,Married,59292.0,0,1,71,2,3,5,8,3,0,0,0,0,0,0,0,64,507
1973,Basic,Married,27190.0,1,0,13,1,1,0,2,8,1,0,0,0,0,0,1,41,18
1952,Graduation,Divorced,82623.0,0,0,58,1,2,9,4,1,0,0,0,0,0,0,0,62,940
1965,Graduation,Married,44300.0,1,1,65,2,1,0,3,6,0,0,0,0,0,0,0,49,42
1970,Graduation,Divorced,84835.0,0,0,0,1,4,4,6,1,0,0,0,0,0,0,1,44,1190
1971,Graduation,Widow,30372.0,1,1,33,3,2,0,3,7,0,0,0,0,0,0,0,43,44
1976,Master,Married,33181.0,1,0,90,1,1,0,2,6,1,0,0,0,0,0,0,38,16
1957,Graduation,Married,71113.0,0,1,95,4,6,7,9,4,0,0,0,0,0,0,0,57,835
1986,Graduation,Married,71952.0,1,0,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1443
1966,PhD,Single,69759.0,0,0,38,3,4,6,5,3,0,0,0,0,0,0,1,48,1029
1974,Graduation,Married,72099.0,0,0,18,1,3,4,10,1,0,0,0,0,0,0,0,40,1188
1976,PhD,Single,60000.0,0,1,57,5,11,3,5,6,0,0,0,0,0,0,0,38,1277
1978,Graduation,Single,38643.0,1,1,45,2,2,0,3,7,0,0,0,0,0,1,0,36,49
1955,Graduation,Married,50737.0,0,1,61,1,2,0,4,6,0,1,0,0,0,0,0,59,99
1969,PhD,Married,68462.0,0,0,6,1,3,3,8,1,0,0,0,0,0,0,0,45,1670
1943,Master,Married,65073.0,0,0,65,1,5,3,5,2,0,0,0,0,0,1,0,71,900
1948,PhD,Married,46681.0,0,2,52,2,4,6,4,5,0,0,0,0,0,0,0,66,425
1957,Graduation,Married,78618.0,0,0,87,1,4,7,10,2,0,1,0,0,0,0,0,57,2153
1969,PhD,Widow,62187.0,0,1,38,3,6,2,10,4,0,0,0,0,0,0,0,45,636
1978,Graduation,Married,28442.0,2,0,53,3,2,1,4,4,0,0,0,0,0,0,0,36,57
1967,Graduation,Married,51479.0,1,1,67,7,6,3,6,7,0,0,0,0,0,0,0,47,494
1969,Graduation,Single,54803.0,0,1,65,2,6,2,9,4,0,0,0,0,0,0,0,45,693
1960,Graduation,Married,79530.0,0,0,64,1,4,10,11,2,0,0,0,0,0,0,0,54,1348
1976,Graduation,Divorced,31615.0,1,0,82,2,2,0,3,7,0,0,0,0,0,0,0,38,51
1962,Graduation,Married,72025.0,0,0,27,1,4,3,8,3,0,0,0,0,0,0,0,52,1932
1975,PhD,Single,52614.0,0,1,63,2,2,4,8,8,0,0,0,0,0,0,0,39,990
1984,Graduation,Married,35684.0,1,0,66,1,1,0,3,6,0,0,0,0,0,0,0,30,30
1975,Graduation,Married,48178.0,1,1,69,6,5,1,4,8,0,0,0,0,0,0,0,39,254
1970,Master,Single,29548.0,1,0,52,1,1,1,2,4,1,0,0,0,0,0,0,44,29
1966,Graduation,Single,63810.0,0,1,45,4,4,3,12,8,0,1,0,0,0,0,0,48,1371
1972,PhD,Single,38578.0,1,1,2,3,3,0,3,8,0,0,0,0,0,0,1,42,73
1975,Master,Single,46098.0,1,1,86,4,3,2,2,8,0,0,0,0,0,0,0,39,120
1970,Graduation,Single,22585.0,0,0,23,1,1,1,2,9,1,0,0,0,0,0,1,44,81
1989,Graduation,Single,30279.0,1,0,13,1,1,0,3,8,0,0,0,0,0,0,0,25,37
1961,PhD,Married,66426.0,0,1,14,2,3,5,10,6,0,0,0,0,0,0,0,53,1377
1969,Graduation,Single,30822.0,1,0,92,1,1,0,3,7,0,0,0,0,0,0,0,45,51
1969,PhD,Married,33581.0,2,0,38,1,1,0,2,8,0,0,0,0,0,0,0,45,17
1985,Graduation,Married,19986.0,1,0,74,1,0,0,3,7,0,0,0,0,0,0,0,29,22
1954,Graduation,Widow,27421.0,0,0,14,3,4,1,6,7,0,0,0,0,0,0,0,60,324
1981,Master,Single,36143.0,1,0,33,1,0,1,2,3,0,0,0,0,0,0,0,33,19
1971,Graduation,Single,10245.0,1,0,32,3,1,2,2,5,0,0,0,0,0,0,0,43,41
1968,Master,Married,43795.0,0,1,11,3,7,3,4,7,0,1,0,0,0,0,1,46,492
1960,Graduation,Married,63381.0,0,1,78,4,4,5,13,2,0,0,0,0,0,0,0,54,1005
1949,Graduation,Married,38823.0,0,1,56,1,2,1,3,6,0,0,0,0,0,0,0,65,114
1968,PhD,Divorced,83664.0,1,1,57,3,2,2,12,5,0,0,0,0,0,0,0,46,1173
1979,Graduation,Married,90300.0,0,0,7,0,5,6,8,1,0,0,1,0,0,0,0,35,1738
1979,Master,Married,62499.0,1,0,0,2,3,1,6,4,0,0,0,0,0,0,0,35,222
1993,Graduation,Single,74293.0,0,0,66,1,5,4,6,2,0,0,0,0,0,0,0,21,1127
1946,PhD,Married,51012.0,0,0,86,1,4,1,4,6,0,0,0,0,0,0,0,68,209
1968,Master,Married,70777.0,0,1,80,3,5,3,12,3,0,0,0,0,0,0,0,46,787
1991,PhD,Married,68682.0,0,0,56,1,4,9,10,2,0,0,0,0,0,0,0,23,1598
1971,Graduation,Married,43824.0,1,1,18,4,3,1,4,8,0,0,0,0,0,0,0,43,186
1984,Graduation,Married,15345.0,1,0,51,2,1,1,2,8,0,0,0,0,0,0,1,30,47
1987,Graduation,Single,23442.0,1,0,71,1,1,0,3,7,0,0,0,0,0,0,0,27,27
1980,Graduation,Married,14515.0,1,0,71,4,2,2,3,7,0,0,0,0,0,0,1,34,96
1956,Graduation,Divorced,31395.0,1,1,80,4,2,1,3,6,0,0,0,0,0,0,0,58,64
1965,Graduation,Married,75276.0,0,0,2,1,9,4,9,5,0,0,0,0,0,0,0,49,1040
1974,Graduation,Single,42373.0,1,1,83,5,2,1,5,5,0,0,0,0,0,0,0,40,163
1960,Graduation,Married,30507.0,0,0,29,1,5,1,4,7,0,0,0,0,0,0,0,54,343
1955,PhD,Single,55521.0,1,2,11,9,6,3,6,7,0,1,0,0,0,0,1,59,446
1965,Graduation,Married,48006.0,1,1,55,1,1,0,3,6,0,0,0,0,0,0,0,49,41
1972,PhD,Single,27213.0,1,0,19,3,2,0,4,8,0,0,0,0,0,0,1,42,70
1971,PhD,Divorced,65808.0,1,1,1,3,5,1,5,6,0,0,0,0,0,0,0,43,272
1963,Graduation,Married,50437.0,0,2,28,3,7,1,8,7,0,0,0,0,0,0,0,51,490
1982,Graduation,Single,23616.0,1,0,76,2,3,0,3,8,0,0,0,0,0,0,1,32,79
1976,Graduation,Married,53858.0,0,1,50,4,4,3,6,4,0,0,0,0,0,0,0,38,915
1955,PhD,Married,66465.0,0,1,1,3,11,9,12,6,0,0,0,1,0,0,0,59,1485
1987,Graduation,Single,46923.0,1,0,90,3,5,1,7,7,0,0,0,0,0,0,0,27,369
1962,Graduation,Married,75072.0,0,1,83,2,5,4,8,3,0,0,0,0,0,0,0,52,1073
1943,PhD,Married,75865.0,0,0,73,1,3,5,10,1,0,0,0,0,0,0,0,71,1242
1975,Graduation,Married,19789.0,1,0,24,3,2,1,3,5,1,0,0,0,0,0,0,39,78
1994,Graduation,Married,80134.0,0,0,11,1,2,7,11,5,0,1,1,1,1,0,0,20,1378
1981,Graduation,Single,91065.0,0,0,33,1,7,9,9,3,0,0,1,1,0,0,1,33,1474
1971,Master,Married,49505.0,1,1,4,9,10,2,8,8,0,0,0,0,0,0,0,43,751
1973,PhD,Married,37401.0,1,0,14,2,2,0,3,7,0,0,0,0,0,0,0,41,48
1982,Master,Married,18492.0,1,0,75,1,1,0,2,8,0,0,0,0,0,0,0,32,10
1974,Master,Married,82584.0,0,0,26,1,3,4,8,1,0,1,1,0,0,0,1,40,1435
1941,PhD,Married,93027.0,0,0,77,0,7,10,5,2,0,0,1,0,0,0,0,73,2119
1953,Graduation,Married,48686.0,1,2,8,1,1,0,2,8,0,0,0,0,0,0,0,61,20
1986,Graduation,Married,92910.0,0,0,42,1,6,7,13,1,0,1,1,1,0,0,0,28,1795
1989,Graduation,Married,75433.0,1,0,28,2,2,5,10,6,0,1,0,1,0,0,0,25,1188
1989,Graduation,Married,10404.0,1,0,52,2,1,0,4,5,0,0,0,0,0,0,0,25,43
1968,Graduation,Married,61314.0,0,1,1,2,5,5,12,3,0,0,0,0,0,0,0,46,1008
1961,PhD,Single,84865.0,0,0,1,1,2,4,9,4,0,1,1,1,1,0,1,53,1688
1989,Graduation,Married,42387.0,1,0,42,5,8,1,7,8,0,0,0,0,0,0,0,25,684
1967,Graduation,Married,67309.0,1,1,76,15,9,6,9,7,0,0,0,0,0,0,0,47,1082
1964,Graduation,Married,75236.0,0,1,27,1,8,3,13,4,0,0,0,0,0,0,0,50,1068
1970,Graduation,Single,30015.0,1,0,28,2,1,0,4,5,0,0,0,0,0,0,0,44,57
1956,Master,Married,50943.0,0,1,49,1,1,0,3,5,0,0,0,0,0,0,0,58,46
1966,Graduation,Divorced,67272.0,0,1,12,3,6,2,12,5,0,0,0,0,0,0,0,48,733
1949,Master,Widow,51529.0,0,1,14,2,9,1,5,8,0,0,0,0,0,0,0,65,467
1971,PhD,Married,32011.0,1,0,89,3,2,1,4,7,0,0,0,0,0,0,0,43,122
1986,Graduation,Married,7500.0,1,0,96,2,2,0,3,8,0,0,0,0,0,0,0,28,36
1989,Graduation,Married,28691.0,1,0,56,1,1,0,3,8,0,0,0,0,0,0,0,25,34
1948,PhD,Married,56223.0,0,1,72,2,2,1,5,4,0,0,0,0,0,0,0,66,156
1946,Graduation,Married,18100.0,0,0,14,1,0,0,3,5,0,0,0,0,0,0,0,68,14
1974,Graduation,Married,20130.0,0,0,99,1,1,0,3,8,0,0,0,0,0,0,0,40,34
1959,Graduation,Divorced,23295.0,0,0,72,1,1,0,2,8,0,0,0,0,0,0,0,55,20
1972,Master,Divorced,42618.0,1,0,92,2,5,0,4,8,0,0,0,0,0,0,0,42,192
1964,Graduation,Single,81246.0,0,0,87,1,4,5,7,1,1,0,0,1,0,0,0,50,1379
1976,Graduation,Married,24027.0,1,0,7,2,2,0,3,8,0,0,0,0,0,0,0,38,48
1953,PhD,Married,55707.0,0,1,91,2,3,2,9,3,0,0,0,0,0,0,0,61,428
1955,Graduation,Single,57959.0,0,1,71,5,4,7,11,3,0,0,0,0,0,0,0,59,868
1969,Graduation,Married,56796.0,0,1,24,3,8,9,7,7,0,0,0,0,0,0,0,45,1001
1971,Master,Single,36230.0,1,0,17,1,2,0,4,5,0,0,0,0,0,0,0,43,59
1980,Graduation,Married,70829.0,1,1,87,2,4,2,8,3,0,0,0,0,0,0,0,34,431
1976,Graduation,Married,65991.0,0,1,21,3,9,5,10,7,0,0,0,0,0,0,0,38,971
1972,Graduation,Married,38988.0,1,2,90,7,5,1,6,8,0,0,0,0,0,0,0,42,348
1966,Graduation,Single,89572.0,0,0,44,1,7,7,9,4,0,1,0,1,0,0,1,48,2059
1984,Master,Married,42207.0,1,0,71,4,4,1,5,6,1,0,0,0,0,0,1,30,265
1952,Graduation,Married,50300.0,0,1,52,2,2,1,8,2,0,0,0,0,0,0,0,62,270
1982,Graduation,Married,66664.0,0,0,78,1,5,7,6,3,0,0,0,0,0,0,0,32,1289
1964,Graduation,Married,60597.0,0,1,2,4,2,2,8,7,0,0,0,1,0,0,1,50,893
1949,Graduation,Widow,70165.0,0,0,60,1,3,7,11,1,0,0,0,0,0,0,0,65,926
1958,PhD,Widow,50520.0,0,1,25,2,3,1,3,6,0,0,0,0,0,0,0,56,135
1975,Graduation,Married,33183.0,1,0,46,2,4,0,3,7,0,0,0,0,0,0,0,39,120
1969,PhD,Single,66582.0,0,0,83,1,2,8,9,1,0,0,0,0,0,0,0,45,1288
1955,PhD,Married,75261.0,0,0,17,1,5,6,5,2,0,1,1,0,0,0,1,59,1743
1970,Graduation,Widow,31880.0,1,0,13,1,1,0,2,8,0,0,0,0,0,0,0,44,15
1951,Graduation,Married,53790.0,0,2,86,3,7,2,8,6,0,0,0,0,0,0,0,63,542
1971,PhD,Married,49269.0,1,0,92,3,7,3,12,7,0,0,0,0,0,0,0,43,890
1975,Graduation,Married,61456.0,0,1,47,4,6,10,13,4,0,0,0,0,0,0,0,39,1388
1980,Graduation,Married,37406.0,1,0,18,1,1,0,2,8,0,0,0,0,0,0,1,34,17
1981,PhD,Married,56937.0,1,0,81,7,8,6,9,6,0,1,0,0,0,0,1,33,906
1978,Graduation,Married,38415.0,1,1,91,2,1,0,3,7,0,0,0,0,0,0,0,36,44
1988,Graduation,Single,20518.0,1,0,58,1,1,1,2,5,0,0,0,0,0,0,0,26,25
1956,Graduation,Married,62503.0,0,1,40,4,8,3,11,5,0,0,0,0,0,0,0,58,973
1972,PhD,Single,41644.0,1,1,67,2,1,0,3,3,0,0,0,0,0,0,0,42,31
1977,Master,Married,55842.0,0,1,19,1,7,1,8,5,0,0,0,0,0,0,0,37,518
1972,PhD,Married,62010.0,0,1,93,4,6,2,7,5,0,0,0,0,0,0,0,42,530
1977,Graduation,Married,41124.0,1,0,41,7,7,3,4,8,0,0,0,0,0,0,0,37,506
1973,Master,Married,38961.0,1,0,60,1,2,1,2,7,0,0,0,0,0,0,0,41,70
1972,Master,Divorced,37760.0,1,0,54,1,2,0,3,6,0,0,0,0,0,0,0,42,54
1974,Graduation,Single,32233.0,1,0,26,2,6,2,2,9,1,0,0,0,0,0,1,40,296
1975,Graduation,Married,43057.0,0,1,30,4,4,2,5,5,0,0,0,0,0,0,0,39,266
1960,Master,Married,83151.0,0,0,93,1,5,9,4,3,0,0,0,0,0,0,0,54,747
1964,PhD,Divorced,78825.0,0,0,35,1,5,10,13,3,0,0,0,0,0,0,1,50,895
1974,Graduation,Married,60093.0,0,1,92,2,7,2,10,6,0,0,0,0,0,0,0,40,735
1969,Graduation,Married,14045.0,1,0,24,1,1,0,3,7,0,0,0,0,0,0,0,45,20
1952,Graduation,Widow,28457.0,0,0,96,1,4,1,4,8,0,0,0,0,0,0,0,62,205
1958,PhD,Married,78952.0,0,1,11,2,2,5,12,6,0,0,0,0,0,0,0,56,2092
1976,Graduation,Divorced,46310.0,1,0,99,2,6,1,5,8,0,0,0,0,0,0,0,38,309
1955,Graduation,Married,76005.0,0,0,72,1,3,5,13,6,0,0,0,1,0,0,0,59,1722
1964,Master,Single,58308.0,0,1,77,4,2,6,3,8,0,0,0,0,0,0,0,50,900
1944,PhD,Divorced,55614.0,0,0,85,1,9,4,6,7,0,1,0,0,0,0,0,70,682
1962,Master,Divorced,59432.0,0,1,88,3,5,3,11,5,0,0,0,0,0,0,0,52,663
1978,Graduation,Divorced,55563.0,0,1,22,1,2,0,3,3,0,0,0,0,0,0,0,36,43
1971,PhD,Married,78642.0,0,1,83,1,4,9,4,6,0,0,0,0,0,0,0,43,1816
1949,PhD,Married,67911.0,0,1,63,3,6,7,11,3,0,0,0,0,0,0,0,65,976
1944,Graduation,Married,65275.0,0,0,9,1,4,3,13,2,0,0,0,0,0,0,0,70,746
1950,Graduation,Married,27203.0,1,1,92,2,1,1,2,8,0,0,0,0,0,0,0,64,64
1961,Master,Married,48330.0,0,1,2,1,1,0,3,5,0,0,0,0,0,0,0,53,32
1990,Basic,Married,24279.0,0,0,6,1,4,1,3,8,0,0,0,0,0,0,0,24,263
1985,PhD,Married,64355.0,1,0,66,2,4,3,12,8,0,0,0,0,0,0,0,29,1445
1953,Graduation,Widow,53653.0,0,0,29,2,10,4,12,6,0,0,0,0,0,0,0,61,1210
1976,Graduation,Married,65665.0,0,1,77,1,5,10,8,3,0,0,0,0,0,0,0,38,945
1989,Graduation,Single,81217.0,0,0,77,1,3,7,11,1,0,0,0,0,0,0,0,25,1157
1992,Graduation,Married,34935.0,0,0,71,1,2,1,4,7,0,0,0,0,0,0,0,22,137
1959,Graduation,Divorced,61250.0,0,1,49,6,5,2,12,5,0,0,0,0,0,0,0,55,730
1981,PhD,Married,39665.0,1,0,97,3,4,2,3,7,1,0,0,0,0,0,0,33,216
1979,Graduation,Single,60152.0,0,1,6,1,6,4,12,3,0,0,0,0,0,0,0,35,943
1964,Graduation,Married,48920.0,0,2,93,3,6,2,5,7,0,1,0,0,0,0,0,50,347
1959,Master,Married,89120.0,0,0,78,1,5,6,7,1,0,0,1,0,0,0,0,55,1924
1946,PhD,Married,44124.0,0,1,62,4,6,2,5,8,0,0,0,0,0,0,0,68,397
1975,Master,Single,81169.0,0,0,47,1,5,7,9,2,0,0,0,0,0,0,0,39,2089
1961,Graduation,Married,36443.0,1,1,9,4,3,1,3,8,0,0,0,0,0,0,0,53,138
1990,Graduation,Single,26095.0,1,0,77,1,1,0,3,7,0,0,0,0,0,0,0,24,42
1959,Graduation,Married,71367.0,0,0,24,1,4,5,7,2,0,0,0,0,0,0,0,55,777
1944,Master,Married,80184.0,0,0,19,1,6,3,10,3,0,0,1,1,0,0,0,70,1902
1965,Graduation,Divorced,30630.0,1,1,67,2,2,0,3,7,0,0,0,0,0,0,0,49,52
1987,Master,Single,73454.0,0,0,95,1,2,4,6,5,1,0,0,0,0,0,0,27,1651
1991,Graduation,Married,42691.0,0,0,48,1,5,1,6,5,0,0,0,0,0,0,0,23,358
1953,Graduation,Married,70503.0,0,0,73,1,2,4,9,6,0,1,1,0,0,0,0,61,1727
1987,Graduation,Married,25545.0,1,0,35,3,2,2,3,6,0,0,0,0,0,0,1,27,210
1986,Graduation,Married,32880.0,1,0,76,1,1,0,3,8,0,0,0,0,0,0,0,28,42
1958,PhD,Married,77863.0,0,0,20,1,4,5,10,2,0,0,0,0,0,0,0,56,1291
1977,Master,Married,50353.0,0,0,72,1,4,4,6,3,0,0,0,0,0,0,0,37,442
1964,Graduation,Single,61839.0,0,0,20,1,4,8,4,8,0,0,0,0,0,0,0,50,1895
1960,PhD,Married,49154.0,1,1,69,6,4,1,8,6,0,0,0,0,0,0,0,54,411
1975,Graduation,Widow,47682.0,0,1,80,4,4,3,8,5,0,0,0,0,0,0,0,39,521
1969,Graduation,Single,72679.0,0,1,65,1,4,7,5,1,0,0,0,0,0,0,0,45,1168
1977,Master,Married,57954.0,1,1,52,7,8,2,6,7,0,1,0,0,0,0,0,37,493
1962,Graduation,Married,65316.0,1,1,65,2,3,2,5,4,0,0,0,0,0,0,0,52,260
1982,Graduation,Single,28567.0,1,0,57,2,2,0,3,6,0,0,0,0,0,0,0,32,46
1951,Master,Married,47352.0,0,1,70,4,6,1,5,7,0,0,0,0,0,0,0,63,319
1967,Graduation,Married,44931.0,0,1,0,1,2,1,3,5,0,0,0,0,0,0,0,47,96
1967,Graduation,Divorced,76982.0,0,0,19,1,8,3,4,4,0,0,1,0,0,0,1,47,1062
1952,Graduation,Married,57247.0,0,1,50,2,2,1,7,2,0,0,0,0,0,0,0,62,232
1981,Master,Single,22944.0,1,0,67,3,3,0,3,7,0,0,0,0,0,0,0,33,76
1977,Graduation,Married,25315.0,1,0,46,3,3,0,3,8,0,0,0,0,0,0,0,37,54
1969,Graduation,Widow,43638.0,0,1,37,2,4,1,4,7,0,0,0,0,0,0,0,45,201
1984,PhD,Single,42710.0,1,0,38,2,4,5,3,6,0,0,0,0,0,0,0,30,406
1982,PhD,Married,84169.0,0,0,9,1,7,6,6,3,0,1,1,0,0,0,1,32,1919
1976,Graduation,Married,54058.0,0,1,56,2,4,6,8,3,0,0,0,0,0,0,0,38,662
1990,Graduation,Married,24683.0,1,0,98,2,2,0,4,5,0,0,0,0,0,0,0,24,41
1964,Graduation,Widow,85620.0,0,0,68,1,3,6,4,1,0,0,0,0,0,0,1,50,1600
1980,Graduation,Married,47850.0,1,0,72,1,3,0,4,6,0,0,0,0,0,0,0,34,134
1968,Graduation,Married,19514.0,1,1,47,4,3,1,2,8,1,0,0,0,0,0,1,46,69
1973,Master,Married,27159.0,1,1,33,2,1,0,3,6,0,0,0,0,0,0,0,41,21
1963,Graduation,Single,39548.0,1,1,87,2,1,1,3,3,0,0,0,0,0,0,0,51,54
1989,Graduation,Single,21474.0,1,0,0,2,3,1,2,7,1,0,0,0,0,0,1,25,91
1971,PhD,Single,60504.0,0,1,73,2,6,2,8,6,0,0,0,0,0,0,0,43,526
1963,Graduation,Married,22419.0,0,0,74,1,3,2,2,8,0,0,0,0,0,0,0,51,162
1949,Master,Married,81698.0,0,0,4,1,3,8,13,1,0,0,0,0,0,0,1,65,1008
1952,Graduation,Married,43462.0,1,1,50,6,4,1,5,8,0,0,0,0,0,0,0,62,240
1978,PhD,Single,54880.0,1,0,57,2,6,2,11,5,0,0,0,0,0,0,0,36,795
1982,Graduation,Married,79908.0,0,0,30,1,5,6,7,2,0,0,1,0,0,0,0,32,1772
1970,Graduation,Married,15315.0,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,44,64
1959,Graduation,Married,87771.0,0,1,61,1,5,10,4,6,0,1,1,1,1,0,1,55,1957
1978,Graduation,Married,33039.0,1,0,4,1,2,0,4,5,0,0,0,0,0,0,0,36,78
1980,Graduation,Single,81741.0,0,0,75,0,6,6,7,2,0,0,0,0,0,0,0,34,1572
1971,Master,Married,71499.0,0,1,12,2,8,3,13,4,0,0,0,0,0,0,0,43,795
1970,Graduation,Married,62466.0,0,1,13,5,6,3,12,4,0,0,0,0,0,0,0,44,889
1963,PhD,Divorced,48799.0,0,1,9,3,3,2,7,3,0,0,0,0,0,0,0,51,331
1950,PhD,Married,52157.0,0,1,48,2,3,2,5,4,0,0,0,0,0,0,0,64,265
1962,Graduation,Single,66565.0,0,1,80,4,4,2,9,8,0,0,0,0,0,0,0,52,1065
1951,Master,Married,29298.0,1,1,60,1,1,0,2,5,0,0,0,0,0,0,0,63,11
1979,Graduation,Single,47691.0,0,1,43,1,1,0,2,6,0,0,0,0,0,0,0,35,21
1970,Graduation,Married,38200.0,1,1,19,1,1,0,2,7,0,0,0,0,0,0,0,44,17
1974,Graduation,Married,44989.0,0,1,26,5,5,1,5,6,0,0,0,0,0,0,0,40,369
1968,PhD,Married,38443.0,1,1,58,2,1,0,3,7,0,0,0,0,0,0,0,46,38
1978,Graduation,Single,38593.0,1,0,42,3,4,1,3,8,0,0,0,0,0,0,0,36,177
1970,PhD,Married,64413.0,0,1,27,1,5,1,5,5,0,0,0,0,0,0,0,44,279
1981,Master,Married,36959.0,1,0,56,2,2,0,3,8,0,0,0,0,0,0,0,33,62
1977,PhD,Married,61996.0,0,1,27,3,6,4,8,5,0,1,0,1,1,0,1,37,1230
