ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Income_log,Total_Spending_log
10648,1982,Graduation,Married,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,1289,11.107435356549558,7.162397497355718
1992,1964,Graduation,Married,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,893,11.012017168212456,6.795705775173514
7851,1949,Graduation,Widow,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,65,926,11.158619142203678,6.831953565565855
8594,1958,PhD,Widow,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,135,10.83014437040946,4.912654885736052
7059,1963,Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,1495,11.291343194222971,7.310550158534422
2815,1975,Graduation,Married,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,39,120,10.409823111029255,4.795790545596741
2416,1969,PhD,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,45,1288,11.106204568690059,7.161622002939187
7999,1955,PhD,Married,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,59,1743,11.22873063833592,7.463936604468925
9213,1970,Graduation,Widow,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,44,15,10.369765500040804,2.772588722239781
9697,1951,Graduation,Married,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,63,542,10.892861445910619,6.297109319933935
3916,1971,PhD,Married,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,43,890,10.805070655538008,6.792344427470809
2021,1975,Graduation,Married,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,39,1388,11.02609302225752,7.236339342754344
1581,1980,Graduation,Married,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,34,17,10.529613131664696,2.8903717578961645
564,1981,PhD,Married,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,33,906,10.949718235522484,6.810142450115136
6619,1978,Graduation,Married,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,36,44,10.556229318461034,3.8066624897703196
9081,1988,Graduation,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,25,9.929106565153747,3.258096538021482
178,1956,Graduation,Married,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,58,973,11.04298583367658,6.881411303642535
916,1972,PhD,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,31,10.636936592369441,3.4657359027997265
5512,1977,Master,Married,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,518,10.93029946092149,6.251903883165888
8970,1972,PhD,Married,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,42,530,11.035067067645114,6.274762021241939
10581,1977,Graduation,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,37,506,10.624371488067673,6.2285110035911835
5300,1973,Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,41,70,10.57034209114115,4.2626798770413155
5154,1972,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,42,54,10.539032102959615,4.007333185232471
8346,1974,Graduation,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,40,296,10.380777075082664,5.6937321388027
1676,1975,Graduation,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,39,266,10.670303323021274,5.58724865840025
9286,1960,Master,Married,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,54,747,11.328425537248224,6.617402977974478
2426,1964,PhD,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,50,895,11.27499817066327,6.79794041297493
5172,1976,Master,Married,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,38,1053,11.083756630162828,6.960347729101308
5562,1974,Graduation,Married,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,40,735,11.003665281928944,6.601230118728877
3436,1969,Graduation,Married,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,20,9.550092936718967,3.044522437723423
3921,1952,Graduation,Widow,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,62,205,10.256184595105637,5.327876168789581
3403,1958,PhD,Married,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,56,2092,11.27660801769523,7.646353722445999
22,1976,Graduation,Divorced,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,38,309,10.74313479284995,5.736572297479192
10965,1955,Graduation,Married,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,59,1722,11.238567563520709,7.45182223652793
9426,1964,Master,Single,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,50,900,10.973511734352114,6.803505257608338
6605,1944,PhD,Divorced,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,70,682,10.92620822802613,6.52649485957079
3136,1962,Master,Divorced,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,52,663,10.992604906642436,6.498282149476434
8737,1978,Graduation,Divorced,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,43,10.92529078851728,3.784189633918261
11088,1971,PhD,Married,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,43,1816,11.272673902618335,7.504942068396171
716,1949,PhD,Married,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,976,11.125968028417804,6.884486652042782
466,1944,Graduation,Married,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,70,746,11.086379713250825,6.616065185132817
9135,1950,Graduation,Married,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,64,64,10.211119300295529,4.174387269895637
10623,1961,Master,Married,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,53,32,10.785828455707216,3.4965075614664802
8151,1990,Basic,Married,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,24,263,10.097408245173435,5.575949103146316
5140,1985,PhD,Married,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,29,1445,11.072185448770925,7.27655640271871
10160,1956,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,46,10.838482269204055,3.8501476017100584
4945,1953,Graduation,Widow,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,61,1210,10.890311302595522,7.099201743553092
10584,1976,Graduation,Married,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,38,945,11.092336566716217,6.852242569051878
6071,1989,Graduation,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,1157,11.304892176460372,7.05444965813294
3386,1992,Graduation,Married,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,22,137,10.461273095165398,4.927253685157205
8939,1959,Graduation,Divorced,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,55,730,11.022735454804309,6.594413459749778
9925,1981,PhD,Married,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,33,216,10.588249676561633,5.37989735354046
4320,1979,Graduation,Single,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,35,943,11.004646595470813,6.8501261661455
5389,1964,Graduation,Married,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,50,347,10.797962031129387,5.8522024797744745
6036,1959,Master,Married,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,1924,11.397750275924011,7.562681246721884
182,1946,PhD,Married,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,68,397,10.694781794235597,5.986452005284438
203,1975,Master,Single,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,39,2089,11.304300999755222,7.644919344958857
11025,1961,Graduation,Married,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,53,138,10.50353211483375,4.9344739331306915
10203,1990,Graduation,Single,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,24,42,10.169537324860794,3.7612001156935624
4607,1959,Graduation,Married,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,777,11.17560486859362,6.656726524178391
3711,1944,Master,Married,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,1902,11.29209174394291,7.551186867296149
3696,1965,Graduation,Divorced,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,52,10.329767847024877,3.970291913552122
2532,1987,Master,Single,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,1651,11.204428252804528,7.409741954080923
9214,1991,Graduation,Married,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,23,358,10.661766828033855,5.883322388488279
4943,1953,Graduation,Married,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,61,1727,11.163424724779496,7.454719949364001
35,1987,Graduation,Married,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,27,210,10.148236027602723,5.351858133476067
2258,1986,Graduation,Married,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,28,42,10.400650262332935,3.7612001156935624
4322,1958,PhD,Married,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,56,1291,11.26271899410633,7.163946684342547
713,1977,Master,Married,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,442,10.82683333888396,6.093569770045136
4702,1964,Graduation,Single,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,50,1895,11.032305683261304,7.547501682814967
3281,1960,PhD,Married,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54,411,10.802733849801024,6.021023349349527
702,1975,Graduation,Widow,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,39,521,10.772330219222972,6.257667587882639
2004,1969,Graduation,Single,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,45,1168,11.193821522510108,7.063903961472068
4769,1977,Master,Married,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,493,10.967422126322845,6.202535517187923
4437,1962,Graduation,Married,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,52,260,11.087007618289336,5.564520407322694
8724,1982,Graduation,Single,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,46,10.260042489274284,3.8501476017100584
10741,1951,Master,Married,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,63,319,10.765385454579738,5.768320995793772
1991,1967,Graduation,Married,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,96,10.71290551476146,4.574710978503383
6931,1967,Graduation,Divorced,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,1062,11.251339897239722,6.968850378341948
11096,1952,Graduation,Married,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,232,10.955147986308445,5.4510384535657
304,1981,Master,Single,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,76,10.040855326828934,4.343805421853684
3665,1977,Graduation,Married,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,54,10.139191885895196,4.007333185232471
10591,1969,Graduation,Widow,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,201,10.683706524927356,5.308267697401205
5036,1984,PhD,Single,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,406,10.662211777281856,6.008813185442595
5547,1982,PhD,Married,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,1919,11.340593842205621,7.560080465021827
7822,1976,Graduation,Married,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,662,10.897831321694126,6.4967749901858625
8541,1990,Graduation,Married,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,41,10.113910539440958,3.7376696182833684
10955,1964,Graduation,Widow,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,1600,11.357685859144864,7.3783837129967145
4368,1980,Graduation,Married,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,134,10.775847295304315,4.90527477843843
9671,1968,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,69,9.878938679614715,4.248495242049359
2256,1973,Master,Married,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,21,10.209500581672632,3.091042453358316
4279,1963,Graduation,Single,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,54,10.58529568842608,4.007333185232471
5371,1989,Graduation,Single,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,91,9.974644746852457,4.5217885770490405
9240,1971,PhD,Single,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,526,11.010481285232153,6.267200548541362
9460,1963,Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,162,10.017708696626151,5.093750200806762
9504,1949,Master,Married,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,1008,11.310797040871105,6.9167150203536085
8692,1952,Graduation,Married,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,240,10.679665280420206,5.484796933490655
448,1978,PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,795,10.9129224838081,6.679599185844383
8314,1982,Graduation,Married,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,1772,11.28864376621187,7.480428306074208
8420,1970,Graduation,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,64,9.636653312597184,4.174387269895637
3174,1959,Graduation,Married,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,1957,11.38249782215576,7.579678823090456
7685,1978,Graduation,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,78,10.405474227634915,4.3694478524670215
3179,1980,Graduation,Single,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,1572,11.311323224643747,7.360739903058278
9780,1971,Master,Married,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,795,11.177452728682098,6.679599185844383
10681,1970,Graduation,Married,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,889,11.042393696283407,6.7912214627261855
10232,1963,PhD,Divorced,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,331,10.795485591841238,5.805134968916488
4184,1950,PhD,Married,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,265,10.86203285230712,5.583496308781699
9120,1962,Graduation,Single,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,1065,11.105949215663113,6.97166860472579
891,1951,Master,Married,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,11,10.285308664729895,2.4849066497880004
10381,1979,Graduation,Single,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,21,10.772518947926022,3.091042453358316
3525,1970,Graduation,Married,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,17,10.5506169722625,2.8903717578961645
6818,1974,Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,369,10.714195521835219,5.91350300563827
3526,1968,PhD,Married,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,38,10.556957915943174,3.6635616461296463
8181,1978,Graduation,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,177,10.560852102956302,5.181783550292085
1029,1970,PhD,Married,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,279,11.073086279770727,5.634789603169249
7369,1981,Master,Married,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,33,62,10.51759152575562,4.143134726391533
2574,1977,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,37,1230,11.034841275759762,7.115582126184454
8159,1968,Graduation,Married,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,182,10.845212085667093,5.209486152841421
1160,1970,Graduation,Married,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,44,49,9.4925826756776,3.912023005428146
10242,1966,PhD,Married,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,48,75,10.767916407357609,4.330733340286331
5253,1956,Master,Married,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,227,10.907862419122868,5.429345628954441
5966,1974,PhD,Married,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,215,10.71902934130968,5.375278407684165
5314,1951,Graduation,Married,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,444,10.613737640995735,6.09807428216624
5081,1967,Graduation,Married,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,47,10.775241063642547,3.871201010907891
5123,1951,Master,Married,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,143,10.22015787614662,4.969813299576001
5756,1983,Graduation,Married,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,55,10.582890715303813,4.02535169073515
8036,1971,Graduation,Married,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,63,10.198058343191331,4.1588830833596715
9058,1955,Graduation,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,1867,11.287291314687705,7.532623618788788
5057,1961,Master,Married,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,611,11.031577734023836,6.416732282512326
254,1955,Graduation,Married,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,473,10.894217630225118,6.161207321695077
4179,1959,Graduation,Married,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,55,10.095016590080995,4.02535169073515
3710,1984,PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,81,10.588728561524976,4.406719247264253
7627,1975,Master,Married,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,2086,11.431324877765622,7.643482907077201
4501,1965,Master,Single,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,1478,11.154577694064903,7.2991214627108
6424,1977,Graduation,Married,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,49,10.409672424652523,3.912023005428146
3075,1972,PhD,Married,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,382,11.001666413954883,5.948034989180646
4992,1975,Master,Married,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,69,9.767667829393593,4.248495242049359
5252,1969,Graduation,Divorced,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,67,10.082093883082601,4.219507705176107
7444,1969,Master,Married,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,30,10.649464346740606,3.4339872044851463
6919,1978,Graduation,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,63,10.174468433264497,4.1588830833596715
3537,1981,Graduation,Married,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,79,10.344641503052799,4.382026634673881
10277,1961,Graduation,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,42,10.31168226521516,3.7612001156935624
2453,1960,Graduation,Married,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,819,11.047837732878092,6.709304340258298
7972,1955,Graduation,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,1151,11.196939935334811,7.049254841255837
895,1948,PhD,Married,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,594,11.026271993175223,6.38856140554563
1177,1966,Master,Married,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,129,10.812129103878668,4.867534450455582
7141,1986,Master,Single,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,213,9.993739506513155,5.365976015021851
7232,1973,Graduation,Widow,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,67,10.65561093819637,4.219507705176107
8477,1956,Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,28,10.171642709679686,3.367295829986474
2457,1975,Basic,Married,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,45,10.335334901918412,3.828641396489095
988,1965,Graduation,Married,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,1193,11.304288679856738,7.085064293952548
7930,1969,Master,Single,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,268,10.19906338710701,5.594711379601839
4587,1944,Master,Widow,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,266,10.7145733122105,5.58724865840025
6682,1973,Basic,Married,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,37,9.85108838373692,3.6375861597263857
6222,1967,Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,37,10.024598378285186,3.6375861597263857
10299,1969,PhD,Single,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,882,10.78396456087112,6.78332520060396
3083,1974,Graduation,Married,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,373,10.732868720419352,5.924255797414532
8953,1965,Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,35,10.485479683729912,3.58351893845611
1503,1976,PhD,Married,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,38,107,11.997805391362945,4.68213122712422
8650,1978,Graduation,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,42,10.8997532974849,3.7612001156935624
10862,1960,Master,Married,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,326,10.326235776766852,5.7899601708972535
2782,1961,PhD,Married,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,404,10.905166678408571,6.003887067106539
6941,1971,Graduation,Single,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,95,10.361956158466594,4.564348191467836
10972,1949,Graduation,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,939,11.18856557679256,6.84587987526405
10708,1978,Graduation,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,33,10.518024332514162,3.5263605246161616
6583,1955,Graduation,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,981,11.193215945679688,6.889591308354466
3641,1976,Graduation,Married,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,36,9.519661619531444,3.6109179126442243
10156,1975,Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,1237,11.340914570141992,7.121252453244542
4299,1960,Graduation,Married,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,1825,11.17004071204347,7.509883061154913
3469,1977,PhD,Divorced,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,103,10.448366716426971,4.6443908991413725
